name,release_date,english,developer,publisher,platforms,required_age,categories,genres,tags,achievements,average_playtime,price,short_description,estimated_sells,rating
Mushroom Wars 2,2017-10-06,1,Zillion Whales,Zillion Whales,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Strategy,Strategy;Action;Indie,17,0,14.99,"In Mushroom Wars 2, enemy tribes of feisty mushroom creatures face off in short but fierce RTS battles. Step into the shoes of a fearless Mushroom Commander, choose a hero to lead your army, and take control of the battlefield in a variety of multiplayer modes or challenging story campaign.",19522,Mostly Positive
The Golf Club 2™,2017-06-27,1,HB Studios,Maximum Games,windows,0,Single-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Includes level editor,Simulation;Sports,Sports;Simulation;Golf,26,1388,24.99,"Rise to fame and fortune in the largest, most dynamic golf game ever created. Assemble and join online Societies with friends, compete in tournaments, and earn money to climb the ranks in golf’s largest gaming community.",20683,Mixed
Hooligan Vasja,2016-08-19,1,Trident Game Studio,Trident Game Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,25,5402,0.79,"Hooligan Vasja that is a colorful and entertaining time killer.Your goal is to reach the roof, fighting with different opponents. There is a powerful boss just under the roof. Be careful, the obstacles are extremely dangerous but you can knock them down. The first level is easy but the following ones are progressively more difficult.",7280,Mixed
FaeVerse Alchemy,2014-04-02,1,Subsoap,Subsoap,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Leaderboards,Casual;Indie;Strategy;Early Access,Early Access;Casual;Indie,15,497,0.0,What wonders await those brave enough to follow the alchemical path of magic? FaeVerse Alchemy is a puzzle game where you combine like elements to form greater elements in an effort to create the most powerful elements of all and get the highest score possible.,20952,Mixed
Kane & Lynch 2: Dog Days,2010-08-17,1,IO Interactive,Square Enix,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards,Action,Action;Co-op;Third-Person Shooter,59,282,7.99,"Pure adrenaline of non-stop action in Single Player, Online Co-op and Multiplayer. Double the pleasure and mayhem with new multiplayer DLCs!",374539,Mixed
Sherlock Holmes and The Hound of The Baskervilles,2012-04-23,1,Waterlily Games,Frogwares,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,32,0,6.99,"Help Sherlock Holmes, the famed detective, investigate the legend of a supernatural hound on the fog-shrouded moorland in England of the 19th century. Immerse yourself into the dangerous world of diabolical curse and discover the truth of the monstrous creature.",18565,Mostly Positive
Princess Maker 3: Fairy Tales Come True,2017-06-27,1,"CFK Co., Ltd.","CFK Co., Ltd.",windows,0,Single-player;Steam Achievements,Simulation,Simulation;Anime;Classic,119,0,14.99,"Princess Maker 3: Fairy Tales Come True to Steam on end of June 2017. This new release contains the original concept and feel to its series, but also had been upgraded to be compatible on Window 7 and above OS, and optimized to fit 16:9 aspect ratio. In addition to system upgrade, the game utilizes the Steam achievement system.",9503,Negative
Agarest: Generations of War,2014-02-04,1,Idea Factory,Ghostlight LTD,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;RPG;Strategy,JRPG;RPG;Anime,50,272,10.99,"At the dawn of time, a terrible war raged between the forces of good and evil, ending in the destruction of the world of Agarest. After their victory, the Gods of Light unified the decaying bodies of the Gods of Darkness and created a new world.",118512,Mostly Positive
RECYCLE,2014-09-03,1,rondomedia GmbH,rondomedia GmbH,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;Masterpiece,20,0,8.99,In “RECYCLE: Garbage Truck Simulator” you drive impressively realistic garbage trucks through a lively city while taking on a range of management tasks as you head your own waste management enterprise.,15552,Negative
Realms of Arkania: Star Trail,2017-08-10,1,Crafty Studios,United Independent Entertainment GmbH,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,82,0,22.99,"Star Trail is a faithful remake of Realms of Arkania’s classic sequel. This hardcore RPG features dozens of talents and spells, distinct races and character classes as well as a challenging isometric turn-based combat system.",4773,Mixed
Double Dragon IV,2017-01-30,1,Arc System Works,Arc System Works,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Violent;Action,Action;Retro;Beat 'em up,29,0,5.54,"The classical side-scroll action game, &quot;Double Dragon&quot; series' newest sequel! A new legend begins!!",21844,Mixed
Battlezone Gold Edition,2017-05-11,1,Rebellion,Rebellion,windows,0,Single-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Action,Action;VR;Tanks,49,107,29.99,Strap into the cockpit of the Cobra – the most powerful tank ever built – and experience first-person tank combat across neon-scarred sci-fi landscapes in an explosive campaign for 1-4 players – now playable with or without a VR device!,9030,Mostly Positive
BombTag,2018-02-12,1,David Schneider,David Schneider,windows,0,Online Multi-Player;Partial Controller Support,Casual;Free to Play;Indie,Free to Play;Casual;Indie,0,46,0.0,"BombTag is an online multiplayer Bomberman-inspired game for up to 8 players. Drop bombs, blow up crates, collect powerups, and blow up your friends - but be careful not to get blown up first!",34048,Positive
Conan the mighty pig,2016-07-07,1,Mihai Morosanu,Mihai Morosanu,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Psychological Horror;Action;Indie,0,211,0.79,"Conan the mighty pig as a relaxing action-adventure exploration game. In your quest to find all the lost truffles you must avoid forest creatures and eat plants to gain special powers. There are many interconnected area to explore, including mountain and caves.",15496,Positive
King's Bounty: Warriors of the North,2012-10-25,1,1C-SoftClub,1C Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,RPG;Strategy,RPG;Strategy;Turn-Based Strategy,64,593,6.99,King’s Bounty: Warriors of the North is the next chapter in the cult RPG/adventure saga.,69757,Positive
Mothlight,2017-08-25,1,Samu,Samu,windows,0,Single-player;Partial Controller Support,Free to Play;Indie;RPG,Free to Play;RPG;Indie,0,0,0.0,"In a world corrupted by Eldritch abominations, Enzo must climb out of the hellish depths of the universe. From the Black Sea to the Planes of Neethan, it is your job to make your pilgrimage back to the Worlds above. In the black hell of this world, only Moths and demons await you.",10922,Very Positive
Pickers,2012-02-22,1,MumboJumbo,MumboJumbo,windows;mac,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,40,0,6.99,"Get ready for the ultimate treasure hunt! Your shop, Rusted Gold, has shelves to fill, auctions to run, and money to make—and you can only do that with the best finds. Check out the dozens of locations from run-down farms to back road antique shops to abandoned storage units to see if you can stumble upon your next great treasure.",10902,Mostly Positive
Crazy Plant Shop,2014-08-04,1,Filament Games,Filament Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Casual;Indie;Strategy,7,8,3.99,"In Crazy Plant Shop, players learn about genes and inheritance by breeding zany plants! Special requests from mysterious customers require players to understand dominant and recessive traits and how genetic traits get passed through generations. Use profits to acquire new breeds, purchase shop upgrades, and acquire new customers!",17280,Mixed
Plants vs. Zombies GOTY Edition,2009-05-05,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player;Steam Achievements,Strategy,Tower Defense;Zombies;Strategy,21,480,4.25,"Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks.",1191636,Very Positive
Stream Avatars,2017-07-26,1,Travis Miller,Travis Miller,windows;mac,0,Steam Workshop;Includes level editor,Animation & Modeling;Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing,Video Production;Animation & Modeling;Design & Illustration,0,0,10.99,Stream Avatars is a content creation tool for live video broadcasting that adds flair to your video to promote viewer engagement and channel growth! Viewers can also spend their hard-earned stream currency on avatar customizations.,4687,Positive
Rise of Man,2017-09-15,1,Darkcross Games,Darkcross Games,windows;mac,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,0,0,6.99,Rise of Man is a pre historic strategy game with city building and survival elements. Can you guide your people through the ages and conquer all the challenges ahead of them.,5160,Negative
"Warhammer® 40,000: Dawn of War® – Winter Assault",2007-08-07,1,Relic Entertainment,SEGA,windows,16,Single-player;Multi-player,Strategy,Strategy;Warhammer 40K;RTS,0,213,9.99,"This expansion adds all-new units and strategies to the exciting gameplay offered by Dawn of War. The Imperial Guard brings new weaponry, including heavy armor, new troop units as well as defensive and ranged tactics overwhelming numbers. Coupled with new abilities, this fighting force is as lethal as they come.",53878,Positive
Mad Muzzles,2017-07-19,1,hallunazigames,hallunazigames,windows,0,Single-player;Steam Achievements,Casual;Indie;Strategy,Strategy;Indie;Casual,6,0,0.79,"Tired of shooters and survivors? Rest and mash the brain with a logical game three in a row. The game will be interesting not only to boys and girls, but also to their parents. A lot of levels, from light to hard. Mad Muzzles will be remembered to you and leave a pleasant impression for a long time.",4859,Mixed
Agricultural Simulator 2013 - Steam Edition,2013-06-07,1,Actalogic,United Independent Entertainment GmbH,windows,0,Single-player;Steam Achievements;Stats,Casual;Simulation,Simulation;Casual;Agriculture,134,5,6.99,"Best In Farming!An idyllic farming environment surrounded by inviting &amp; untilled mountain panoramas set in the beautiful landscapes of Tuscany, The Alps and USA await all fans of the Agricultural Simulator series.",49849,Negative
Elisa: The Innkeeper - Prequel,2016-06-14,1,Neoclassic Games,Neoclassic Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Free to Play;Indie,Free to Play;Visual Novel;Anime,11,23,0.0,This short Visual novel can be considered as a little introductory episode of the game Elisa the innkeeper. Enjoy our Art and Soundtrack as you begin to shape Elisa's destiny for the better or the worse!,34684,Mostly Positive
AquaNox,2010-04-20,1,THQ Nordic,THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;Underwater;Sci-fi,0,0,4.49,"The water is no longer calm. The undersea world has undergone a transformation from tranquil environment to a place of unspeakable violence, graphic murder and horrific danger.",16432,Mixed
Holodrive,2016-03-24,1,BitCake Studio,Versus Evil,windows,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Indie,30,150,0.0,"Holodrive is a super fast-paced collectable 2D multiplayer shooter. Create your robot, customize it and jetpack your way to victory!",49400,Mostly Positive
DICETINY: The Lord of the Dice,2016-07-21,1,Fakedice,JnK,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Indie;Strategy;Casual,29,0,3.99,DICETINY is a turn-based card and board game mash-up set in a fantasy world that offers strategic card and board game experience with its unique game mechanic. An adventure full of parodies and humor awaits you! Use spells and minions to help Heroes save Middle Board from a Dark Lord!,11180,Mixed
